Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ngõ 421, Đường Phạm Văn Đồng, Phường Hải Thành, Dương Kinh, Hải Phòng",39,4.5,7,Tây - Nam,Tây - Nam,3,3,2,Have certificate,,1.46
"Ngõ 285, Đường Lệ Tảo, Phường Nam Sơn, Kiến An, Hải Phòng",43.8,4,4,Tây - Bắc,,3,3,2,Have certificate,,1.35
"Đường 35, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",58,4,2,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.49
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",43,4.1,,,,5,4,4,Have certificate,,5.9
"24 Độc Lập, Phường Tân Thành, Tân Phú, Hồ Chí Minh",37,,,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,8.47
"Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",80.8,,,Đông - Nam,,,,,Have certificate,,8.2
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",56.7,,,,,2,,,Have certificate,,4.7
"Dự án Hoa Tiên Paradise, Xã Xuân Thành, Nghi Xuân, Hà Tĩnh",464,10,10,Đông - Nam,Đông - Nam,1,2,3,,,6.9
"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",40,,3,,,3,3,2,Have certificate,Basic,4.5
"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",80,,,,,5,5,5,Have certificate,,8
"Đường Nguyễn Duy Hiệu, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",93,4.5,5,,,3,4,3,Have certificate,Full,6.29
"Phường Yên Hòa, Cầu Giấy, Hà Nội",62,10,,,,6,,,Have certificate,,10
"47/, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",22,,,,,2,2,2,Have certificate,Full,3.45
"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",33,3.1,,,,5,3,5,Have certificate,,8
"Đường Tây Kết, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",25,3,4,Đông - Nam,Đông - Bắc,5,3,3,Have certificate,Full,3.9
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",30,3.8,4,,,,3,3,Have certificate,Full,5.5
"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",28,,6,,,3,,,Have certificate,Basic,4.4
"Đường Y Moan, Xã Cư Ebur, Buôn Ma Thuột, Đắk Lắk",125,,5,Bắc,,,3,2,Have certificate,Full,1.9
"Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",85,3.5,,,,2,2,2,Have certificate,,4.75
"Đường Nguyễn Văn Đậu, Phường 1, Bình Thạnh, Hồ Chí Minh",50,,5,,,5,4,,Have certificate,Basic,7
"Đường Nguyễn Đình Chiểu, Phường 3, Tân An, Long An",107,,20,,,2,3,2,Have certificate,,7
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",30,3.6,2.5,,,5,3,4,Have certificate,Full,3.45
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",43,4.3,3,Tây,,3,2,2,Have certificate,,1.82
"Đường Số 27, Phường 6, Gò Vấp, Hồ Chí Minh",24,,3,,,3,2,3,Have certificate,Full,4
"Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",43,,,,,2,,2,Have certificate,,5
"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",45,,4,,,2,3,2,Have certificate,,6.3
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",28,,3,,,3,4,,Have certificate,,5.2
"Đường Nguyễn Thần Hiến, Phường 18, Quận 4, Hồ Chí Minh",88,5.2,5,,,2,4,3,Have certificate,,7.3
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",41,,,,,5,5,,Have certificate,Full,6.7
"Đường D2, Phường Thống Nhất, Biên Hòa, Đồng Nai",75,4.2,8,Đông,Đông,4,4,4,,,7.9
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",51,4,3,Bắc,,4,4,3,Have certificate,Full,7.3
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",47.2,8.6,,,,5,3,,Have certificate,Full,5.44
"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",45,4,3,,,4,4,4,Have certificate,Full,7.2
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",71,,8,,,,,,,,7.8
"Phường Bình Thuận, Quận 7, Hồ Chí Minh",120,6,,,,4,5,,,,9
"Đường Số 30, Phường 6, Gò Vấp, Hồ Chí Minh",40,,,,,4,5,5,Have certificate,Full,5.55
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",41,3.9,2.5,,,5,4,4,Have certificate,Basic,8.2
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",60,5.8,,,,4,4,4,Have certificate,Basic,7.85
"Đường Bình Quới, Phường 28, Bình Thạnh, Hồ Chí Minh",87.5,,,,,2,6,6,Have certificate,Basic,6.5
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",59,,,,,4,4,3,Have certificate,Basic,8.9
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",36,,,,,4,3,3,Have certificate,Full,6.58
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",31,5.2,2.6,,,5,3,4,Have certificate,Basic,3.85
"Đường Giang Chính, Phường Biên Giang, Hà Đông, Hà Nội",34,,3.5,,,3,3,2,Have certificate,Basic,2.25
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",45,5,,,,4,,,Have certificate,Full,6.8
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",40,,,,,5,5,,Have certificate,Full,6.85
"Đường Ngũ Hiệp, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",42,,,,,4,4,4,Have certificate,,4.2
"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",68,,,,,3,4,4,,,6.8
"Đường Vĩnh Viễn, Phường 6, Quận 10, Hồ Chí Minh",57,,,Tây,,2,1,2,Have certificate,,6.3
"Đường Hiệp Bình, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",84,4,10,,,4,4,3,Have certificate,Full,8.5
"Dự án Phú Mỹ Estates, Đường Hắc Dịch - Tóc Tiên, Phường Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu",85,,,,,4,3,3,Sale contract,,4.5
"Đường Tân Hương, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",56.5,4,5,,,2,2,2,Have certificate,,5.7
"Phường Đông Hòa, Dĩ An, Bình Dương",72,,,Đông,,3,4,4,Have certificate,Full,5.5
"Phường Đông Hòa, Dĩ An, Bình Dương",50,5,,,,,,,Have certificate,,2.6
"Dự án Khu dân cư Biconsi, Phường Tân Bình, Dĩ An, Bình Dương",100,5,8,,,2,3,2,,,3.55
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",61,,6,,,,3,2,Have certificate,Basic,2.6
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",65,,7,Đông - Nam,,,2,2,Have certificate,,2.8
"Đường Nguyễn Đức Thiệu, Phường Dĩ An, Dĩ An, Bình Dương",117.1,,5,Nam,,,3,2,Have certificate,,3.9
"Đường Cao Văn Ngọc, Phường Phú Trung, Tân Phú, Hồ Chí Minh",40,,6,,,4,4,3,,,4
"Phường Đông Hòa, Dĩ An, Bình Dương",75,5,,,,,2,2,Have certificate,,3.55
"Dự án KDC An Phú, Đường 22/12, Phường An Phú, Thuận An, Bình Dương",81,,6,,,,3,2,Have certificate,,3.6
"Phường Dĩ An, Dĩ An, Bình Dương",72,5.5,,,,,,,Have certificate,,2.7
"Phường Tân Bình, Dĩ An, Bình Dương",86,,,Tây - Bắc,,2,3,2,Have certificate,,3.5
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",36,,,,,,,,Have certificate,Basic,4.25
"Đường N2, Phường Tân Bình, Dĩ An, Bình Dương",86,4,8,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.6
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",36,3,4.5,Đông - Bắc,Đông - Bắc,5,5,4,Have certificate,Basic,5.8
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",39,,,,,,,,,,4.5
"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",20,,,,,4,3,3,Have certificate,Basic,4.5
"317/, Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",56,,,,,2,2,2,Have certificate,,5.4
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",45,,,,,4,5,6,Have certificate,,7.2
"Xã Cao Viên, Thanh Oai, Hà Nội",35,,,,,3,3,3,Have certificate,Basic,1.45
"Đường Nam Hy Hoàng Phong, Xã Bích Hòa, Thanh Oai, Hà Nội",36,,,,,3,3,2,Have certificate,Basic,2.18
"Dự án Hoàng Huy Pruksa Town, Đường Máng Nước, Xã An Đồng, An Dương, Hải Phòng",48.5,,5,,,4,4,3,,,4.2
"Đường An Trung Đông 7, Phường An Hải Đông, Sơn Trà, Đà Nẵng",63,4.7,5.5,,,1,1,1,Have certificate,Basic,5.5
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",65,,,,,3,4,4,,,7.5
"Cái Tắt, Xã An Đồng, An Dương, Hải Phòng",55,5,4,Đông - Nam,,3,3,3,Have certificate,Full,2.95
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",45,7,2.5,,,4,3,4,Have certificate,Full,8.95
"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",50,4,,,,4,4,,Have certificate,,9.8
"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",30.3,,4,,,,,,Have certificate,,4.15
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",45,,,,,4,4,3,Have certificate,,6.25
"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",48,7,,,,2,4,4,Have certificate,,7.8
"Đường Kim Giang, Phường Khương Đình, Thanh Xuân, Hà Nội",35,,,,,6,3,4,Have certificate,,5.85
"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",29.1,,,,,5,,,,Full,4.6
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",58,3.8,,,,4,5,4,,,9.2
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",41,13,,,,7,3,4,Have certificate,,9.7
"Đường Tân An, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",85.4,4,5,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.3
"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",45,,,,,4,4,3,Have certificate,,5.92
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",30,4.2,,,,6,3,,Have certificate,,6.2
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",68,5.15,3,Tây - Bắc,Tây - Bắc,4,4,3,Have certificate,Basic,9.8
"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",38,,,,,4,3,3,,,6.2
"Đường Gò Xoài, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",63,4,6,,,4,4,5,Have certificate,Basic,5.6
"Đường Trung Phụng, Phường Trung Phụng, Đống Đa, Hà Nội",44,,,,,5,6,3,Have certificate,Full,6.5
"Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội",43,,,,,5,3,4,Have certificate,Full,6.3
"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",50,,,,,4,4,4,Have certificate,Full,7.5
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",52,,,,,5,3,4,Have certificate,Full,7
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",42,,,,,5,3,,Have certificate,,6.15
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",45,,,,,4,3,3,Have certificate,,6.5
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",35,,3,,,5,3,4,Have certificate,Full,4.5
"Đường Quốc lộ 1K, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",65,,15,,,2,3,,Have certificate,Full,5.5
"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",55,3,5,Tây - Nam,,4,4,3,Have certificate,Full,7.6
"Đường Nguyễn Đức Thiệu, Phường Dĩ An, Dĩ An, Bình Dương",98,4,10,,,4,4,5,Have certificate,Full,4.9
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",64,4,4,,,3,4,5,Have certificate,Full,8.8
"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",86,5.5,6,,,5,5,6,Have certificate,,6.5
"Hẻm 175, Đường Số 2, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",60,4,6,,,2,3,2,Have certificate,Basic,4.75
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",50,7.3,,,,3,,,Have certificate,Full,6.65
"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",52,,,,,4,4,4,Have certificate,Full,8
"Đường  Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",52.5,,,,,2,,,Have certificate,Full,7.8
"Quan Thổ, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",35,4.2,,,,5,3,4,Have certificate,,5.5
"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",40,4,6,,,3,3,3,Have certificate,Full,6.99
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",72,,8,,,5,5,5,,,8.5
"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",40,,,,,4,3,4,Have certificate,Full,3.9
"Đường Giang Văn Minh, Phường Kim Mã, Ba Đình, Hà Nội",40,4.2,,,,5,5,5,Have certificate,,9.2
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",47,,4,,,5,8,,Have certificate,Full,8.2
"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30,3.3,2,,,5,3,4,Have certificate,Full,4.6
"Đường Trần Quốc Toản, Phường Dĩ An, Dĩ An, Bình Dương",70,5,7,,,1,3,2,Have certificate,Basic,2.7
"Phường Kiến Hưng, Hà Đông, Hà Nội",35,3.5,,Đông - Nam,,5,4,4,Have certificate,,6.65
"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",38,5.6,,,,4,3,,Have certificate,Full,7.5
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",65,3.9,,,,3,4,4,Have certificate,,6.3
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85,,6,,,4,4,5,Have certificate,,7.8
"Đường Hùng Vương, Phường Phú Mỹ, Thủ Dầu Một, Bình Dương",112,6,10,,,2,3,3,Sale contract,Full,6.2
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",40,3.5,2.8,Nam,Nam,5,5,4,,,6.85
"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội",43,,,,,6,3,4,Have certificate,Full,8.2
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",41,,,,,3,,,,,5.65
"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",36,6,,,,6,4,4,Have certificate,Full,9.5
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",51,5,,,,5,4,4,Have certificate,Basic,10
"373, Phố Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",86.5,6,,,,4,,,Have certificate,,7.8
"Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh",81.6,,8,,,3,3,4,Have certificate,Basic,8.6
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",34,,,,,3,3,3,Have certificate,,4.7
"Dự án Vinhomes Royal Island, Xã Thủy Triều, Thủy Nguyên, Hải Phòng",67.5,,,,,4,5,3,Have certificate,,8.2
"Phường Sở Dầu, Hồng Bàng, Hải Phòng",45,,4,Tây - Bắc,,4,4,3,Have certificate,Full,3.15
"Đường Hoàng Mai, Xã Đồng Thái, An Dương, Hải Phòng",60,,10,,,4,4,3,Have certificate,,2
"Xã An Đồng, An Dương, Hải Phòng",60,,7,Nam,,3,3,3,Have certificate,Full,2.25
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",45,,6,,,4,4,4,Have certificate,,6.9
"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",16,3.3,3,,,3,2,3,Have certificate,Basic,3.45
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",43,,,,,,,,,,4.1
"Đường Lai Xá, Xã Kim Chung, Hoài Đức, Hà Nội",30,,,,,,,,Have certificate,Basic,3.98
"Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40,,3,,,5,6,6,Have certificate,,7.85
"Dự án Evergreen Bắc Giang, Thị trấn Nếnh, Việt Yên, Bắc Giang.",60,,,,,,,1,Have certificate,,3
"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",62,10,33,Đông,Nam,1,2,2,Have certificate,,9.5
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",68,4,5,,,2,3,2,Have certificate,,3.35
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",48,3.5,3,,,5,2,2,Have certificate,,4.5
"Phường Dương Nội, Hà Đông, Hà Nội",50,5,6,Đông - Nam,,5,4,4,,,9.6
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",63,4,4,,,,1,1,Have certificate,,9.45
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",40,,,,,2,3,,Sale contract,Full,2.2
"Đường Tây Thạnh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",66,,,,,4,6,5,Have certificate,Full,9.3
"Đường Bát Khối, Phường Thạch Bàn, Long Biên, Hà Nội",35,4,3,Tây - Nam,Tây - Nam,5,3,4,Have certificate,Full,3.75
"Đường Lệ Tảo, Phường Nam Sơn, Kiến An, Hải Phòng",50,4,4,Đông - Nam,Tây - Bắc,3,3,3,Have certificate,Basic,1.62
"Thôn Ngọc Giang, Xã Vĩnh Ngọc, Đông Anh, Hà Nội",80,,,,,5,,,Have certificate,,7.7
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",30,,,Đông - Bắc,,5,4,3,Have certificate,Basic,6.1
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",40,,3,Tây,,2,2,2,Have certificate,Full,4.68
"Đường Chùa Vẽ, Phường  Lạc Viên, Ngô Quyền, Hải Phòng",44.1,4.2,7,Tây - Nam,Tây - Nam,5,4,4,Have certificate,Basic,4.35
"Đường Hoàng Quốc Việt, Phường Ngọc Sơn, Kiến An, Hải Phòng",50,5.8,4,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,2.15
"Đường Lệ Tảo, Phường Nam Sơn, Kiến An, Hải Phòng",52,4,3,Tây - Bắc,Tây - Bắc,3,3,3,Have certificate,Basic,1.68
"Đường Bùi Thị Tự Nhiên, Phường Đông Hải 1, Hải An, Hải Phòng",65,4.5,5,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,6.3
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",80,7,8,,,3,,,Have certificate,Full,8.29
"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",35,,,,,5,3,,Have certificate,Full,5.5
"Đường Tân Triều, Xã Tân Triều, Thanh Trì, Hà Nội",41,3.2,,,,4,3,3,Have certificate,Full,6.8
"Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",128,11,3,,,,2,,Have certificate,,3.6
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",30,,,,,,5,,Have certificate,,7.9
"Dự án Central Riverside Thanh Hóa, Phường Đông Hải, Thanh Hóa, Thanh Hóa",106.05,6,67,Tây - Nam,Tây - Nam,5,5,5,Sale contract,,9.2
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",64,4.9,5,,,4,4,5,Have certificate,Full,7.7
"Đường Lý Thái Tổ, Phường 10, Quận 10, Hồ Chí Minh",41,5,,,,3,3,3,Have certificate,Full,5.28
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",70,4,7,,,1,2,1,Have certificate,,5.7
"Dự án KDC Phú Hồng Thịnh 6, Đường D1, Phường Bình An, Dĩ An, Bình Dương",63.5,4.5,7,Đông - Nam,,3,4,4,Have certificate,Basic,5.3
"Đường ĐT 743, Phường Bình Chuẩn, Thuận An, Bình Dương",60,4,6,Tây,,3,4,4,Have certificate,Basic,3.95
"Dự án Champaca Garden, Phường Đông Hòa, Dĩ An, Bình Dương",67,5,12,,,2,2,2,Have certificate,Basic,4.2
"Phố Hai Bà Trưng, Phường Đông Hòa, Dĩ An, Bình Dương",85,5,6,Đông - Nam,,2,3,2,Have certificate,Basic,4.3
"Đường Đông Minh, Phường Đông Hòa, Dĩ An, Bình Dương",61.2,4,6,,,1,2,1,Have certificate,Basic,3
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",41,13,,,,7,3,5,Have certificate,Basic,9.7
"Đường 11, Phường Dĩ An, Dĩ An, Bình Dương",135,4.5,12,,,2,2,2,Have certificate,Basic,5.7
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",41,,,,,4,4,,Have certificate,,6.9
"Đường Chiêu Liêu, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",60,4,6,Đông,,2,2,2,Have certificate,Basic,3
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",84.5,5,7,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,9.4
"Dự án The Sun Residence, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50,4,6,Tây - Bắc,Tây - Bắc,4,4,4,Have certificate,Full,6.2
"Phường Thạch Bàn, Long Biên, Hà Nội",35,,3,,,5,3,4,,,4.5
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",41,,,,,6,3,4,Have certificate,Full,9.2
"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",43.4,3.3,2,Nam,Nam,3,4,3,Have certificate,Full,5.6
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",97.8,4.5,9,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,8.6
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",30,3.6,,,,4,3,4,Have certificate,Full,3.9
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",105.6,6,12,Đông - Nam,Đông - Nam,3,4,3,Have certificate,,9.9
"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội",29,4,3,,,5,3,4,Have certificate,Full,4.6
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",47,4.25,3,Đông - Nam,Đông - Nam,4,3,2,Have certificate,Full,4.85
"Đường Bình Thới, Phường 10, Quận 11, Hồ Chí Minh",60,,,,,2,3,2,Have certificate,,7.2
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",50,5,3.5,,,5,5,5,Have certificate,Full,6.69
"Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Hồ Chí Minh",30,,,,,1,2,1,Have certificate,,4.3
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai",100,5,8,,,2,4,2,Have certificate,Full,2.45
"Đường Thái Phiên, Phường 9, Quận 11, Hồ Chí Minh",50,,,,,3,4,3,Have certificate,,8.7
"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",28,,4,,,5,4,3,Have certificate,,5.8
"Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",60,,,,,,,,Sale contract,Full,6.9
"Đường Nguyễn Thái Sơn, Phường 3, Gò Vấp, Hồ Chí Minh",63.6,,,,,2,3,2,,,6.2
"Phường 9, Phú Nhuận, Hồ Chí Minh",63,4.2,3,,,2,,,Have certificate,Basic,6.8
"Đường Lê Cơ, Phường An Lạc, Bình Tân, Hồ Chí Minh",56,4,,Bắc,,3,,,,,5.5
"Đường Nguyễn Kiệm, Phường 4, Phú Nhuận, Hồ Chí Minh",56,,,,,4,5,4,Have certificate,,7.8
"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội",30,3.2,,,,5,4,4,Have certificate,Full,4.6
"Xã Tả Thanh Oai, Thanh Trì, Hà Nội",55,4,3,Tây,Tây,2,2,6,Have certificate,,4.4
"Dự án An Gia Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",157.6,30,,,Bắc,1,1,1,Have certificate,Full,6.1
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",50,4,6,Bắc,,4,,,,,6.4
"Đường Đỗ Hành, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",50,3.5,4.5,,,2,2,2,,Full,3.55
"Dự án An Gia Skyline, Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",122,,,,Bắc,1,,,Have certificate,Basic,9
"Phường Thới An, Quận 12, Hồ Chí Minh",38,,3,,,2,2,1,Have certificate,,3.25
"Hẻm 322, Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",115,,,,,2,3,2,,,4.25
"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60,,,,,4,5,4,,,8.2
"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",37,4.3,3,,,4,4,4,Have certificate,Basic,7.3
"Dự án Nam Hùng Vương, Đường Số 2C, Phường An Lạc, Bình Tân, Hồ Chí Minh",90,4.5,7,Đông,,3,3,4,Have certificate,,8
"Đường Thống Nhất, Phường 1, Gò Vấp, Hồ Chí Minh",56,,,,,,,,Have certificate,,7
"Đường Phạm Văn Đồng, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",60,4.8,10,,,2,2,2,Have certificate,Full,5.4
"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",72,4,5,Tây,,3,4,3,,,5.5
